q,val_q,test_q,drift
0.8,3.3948534800000036e-07,1.0784677000000082e-05,1.0445191652000082e-05
0.85,1.4191032499999931e-05,0.007843696899999992,0.007829505867499992
0.9,0.0084575764,0.009050233,0.0005926565999999998
0.92,0.009050233,0.009050233,0.0
0.95,0.009050233,0.050861972999999214,0.041811739999999216
0.98,0.01741982231999991,0.13013176,0.1127119376800001
0.99,0.09613398280000003,0.1491221993999999,0.052988216599999874
0.995,0.11614821259999981,0.16651061700000008,0.05036240440000027
0.999,0.2943580971000003,0.9389023745199963,0.6445442774199959
