detector,R_obs,naive_mean,naive_lo,naive_hi,naive_p,degstrat_mean,degstrat_lo,degstrat_hi,degstrat_p
thin,1.125297147359424,1.0134764831645529,0.7627919240772704,1.3237481452886606,0.2137862137862138,1.0265778322298083,0.784719648230955,1.3348594420426854,0.23476523476523475
rich,2.9984894229358963,1.2699087587934443,0.293280459045932,3.4744410180447876,0.052947052947052944,1.5052814210714787,0.30859942176811833,3.7429934361599515,0.1008991008991009
gnn,2.483790728335002,1.2163405474753808,0.3362467120108854,3.170421947482319,0.09090909090909091,1.2797100282908564,0.3218279844977273,2.9274028278771516,0.0919080919080919
