budget,R,R_lo,R_hi,alert_rate,tau,pi_nonuk,pi_uk
0.01,0.9496628889657233,0.7366439876579035,1.235574350144765,0.008023481915939736,3.64471e-05,0.0011763321962122103,0.0011232300288069067
0.05,0.8926428313803353,0.700120128742512,1.142506936045014,0.038684191306059844,3.87771e-11,0.0011763321962122103,0.0011232300288069067
0.1,0.9372507165847176,0.7402288202342807,1.2098944463149106,0.07625271639320143,6.801481e-20,0.0011763321962122103,0.0011232300288069067
0.2,1.2391334327834147,0.97930708495552,1.594509000409366,0.17654306482190094,1.2258763e-36,0.0011763321962122103,0.0011232300288069067
