detector,budget,marginal_pp,after_SentCurrency,after_RecvCurrency,after_PaymentFormat,after_DegreeDecile
structure-blind,1%,-0.03129488523397206,-0.6057133903737002,-0.10453826568655211,-0.4539416053300745,-0.156759778656799
structure-blind,5%,6.870784175082456,0.13365979826065896,6.55290550268634,0.002835344255832442,6.831937216269498
structure-blind,10%,8.524928332268034,5.687278614375753,7.752204739993649,-2.1077993192270665,8.58388316571887
structure-blind,20%,50.60404381803402,6.010431606141868,50.19255648030142,-0.06988022742802528,38.91887803764606
aggregate,1%,0.9956054773747177,-0.7163632611068111,0.9441278921411465,-0.5963259016033583,0.2058235886680485
aggregate,5%,5.3824339375347625,-3.946729048971228,5.098266922799461,-3.3480975293526067,1.1335365901894272
aggregate,10%,10.320603521388268,-8.384665447186991,9.99687330971472,-6.92292471810898,1.8256220941048378
aggregate,20%,16.715750638705558,-16.992715338188397,16.49401969847891,-14.455289003979013,1.277026510773902
