detector,R_obs,naive_mean,naive_lo,naive_hi,naive_p,degstrat_mean,degstrat_lo,degstrat_hi,degstrat_p
thin,1.775116684825889,1.0190180255975232,0.7779614270783879,1.323089211093244,0.000999000999000999,1.0161325642817296,0.775757155518678,1.309970041781759,0.000999000999000999
rich,1.9858984813541023,1.0187802176954472,0.7833079158102527,1.321991720601654,0.000999000999000999,1.0164614978191124,0.7677644146118418,1.3066874255744763,0.000999000999000999
gnn,0.9372507165847176,1.0165034870965146,0.7847400123656214,1.348727443662986,0.7082917082917083,1.017852738959596,0.7830175721679145,1.3474485700493717,0.6763236763236763
