seed,w,budget,R,base_R,auprc_4c,auprc_base
4,2.5,0.01,0.778391113737532,0.8538011113102939,0.6923843782755786,0.6369611671486688
4,2.5,0.05,0.9692328209953569,1.5937254438528237,0.6923843782755786,0.6369611671486688
4,2.5,0.1,2.3524044536986555,2.4103556654421263,0.6923843782755786,0.6369611671486688
4,2.5,0.2,1.696813772623397,1.7332770511446014,0.6923843782755786,0.6369611671486688
