budget,R,auprc_4c,auprc_seed2
0.01,0.8007002240329261,0.6170546065259154,0.631415420974315
0.05,1.1192604989798693,0.6170546065259154,0.631415420974315
0.1,2.5284054834121,0.6170546065259154,0.631415420974315
0.2,1.8093785482663556,0.6170546065259154,0.631415420974315
